vdd,vdd18,Instance,vbl,tc_0,tc_1,tc_2,tc_3,tc_4,tc_5,tc_6,tc_7,tc_8,tc_9,Lot Bin Wafer,Part Number,Temp,Date
0.7,1.8,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.079,1.078,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,24,1.124,1.124,1.122,1.122,1.121,1.121,1.123,1.122,1.111,1.111,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,25,1.165,1.165,1.163,1.163,1.161,1.161,1.155,1.156,1.141,1.143,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,26,1.204,1.205,1.202,1.202,1.201,1.200,1.187,1.185,1.168,1.168,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,27,1.247,1.247,1.244,1.243,1.244,1.244,1.217,1.217,1.194,1.194,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,28,1.291,1.291,1.286,1.287,1.279,1.278,1.242,1.242,1.218,1.218,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,29,1.328,1.328,1.318,1.322,1.311,1.314,1.265,1.266,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,30,1.358,1.359,1.355,1.348,1.342,1.340,1.290,1.290,1.267,1.267,P9999_0y_X,P9999,25C,221013
0.7,1.8,0,31,1.396,1.395,1.382,1.385,1.373,1.373,1.315,1.315,1.291,1.291,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,0,0.386,0.402,0.401,0.400,0.400,0.399,0.399,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,1,0.421,0.420,0.419,0.419,0.419,0.419,0.418,0.418,0.418,0.418,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,2,0.444,0.444,0.442,0.442,0.442,0.442,0.442,0.442,0.441,0.441,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,3,0.466,0.466,0.464,0.465,0.464,0.464,0.464,0.464,0.463,0.463,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,4,0.485,0.485,0.484,0.484,0.483,0.483,0.483,0.483,0.483,0.483,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,5,0.507,0.507,0.506,0.506,0.505,0.505,0.505,0.505,0.505,0.505,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,6,0.531,0.531,0.529,0.529,0.529,0.529,0.528,0.528,0.528,0.528,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,7,0.553,0.553,0.552,0.551,0.551,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,8,0.505,0.505,0.501,0.501,0.500,0.500,0.499,0.499,0.499,0.499,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,9,0.555,0.555,0.553,0.553,0.552,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,10,0.602,0.602,0.600,0.600,0.599,0.599,0.598,0.598,0.598,0.598,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,11,0.639,0.639,0.637,0.637,0.636,0.636,0.636,0.636,0.635,0.635,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,12,0.683,0.683,0.681,0.681,0.680,0.680,0.680,0.680,0.680,0.680,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,13,0.718,0.718,0.715,0.716,0.715,0.715,0.715,0.715,0.715,0.715,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,14,0.754,0.754,0.752,0.752,0.751,0.751,0.751,0.751,0.751,0.751,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,15,0.788,0.789,0.787,0.787,0.786,0.786,0.786,0.786,0.786,0.786,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,16,0.824,0.824,0.823,0.822,0.822,0.822,0.822,0.822,0.822,0.821,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,17,0.858,0.858,0.857,0.857,0.856,0.856,0.856,0.856,0.856,0.856,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,18,0.894,0.894,0.893,0.893,0.892,0.892,0.892,0.892,0.892,0.892,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,19,0.931,0.931,0.930,0.930,0.929,0.929,0.929,0.929,0.928,0.928,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,20,0.967,0.967,0.966,0.966,0.965,0.965,0.964,0.965,0.964,0.964,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.079,1.080,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,24,1.124,1.124,1.122,1.122,1.121,1.120,1.122,1.121,1.110,1.113,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,25,1.165,1.165,1.163,1.163,1.161,1.161,1.158,1.156,1.139,1.144,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,26,1.204,1.204,1.202,1.202,1.201,1.201,1.183,1.187,1.168,1.168,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,27,1.247,1.247,1.244,1.244,1.244,1.244,1.216,1.216,1.194,1.194,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,28,1.291,1.291,1.286,1.286,1.280,1.277,1.241,1.242,1.219,1.218,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,29,1.327,1.326,1.321,1.320,1.310,1.310,1.265,1.265,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,30,1.357,1.359,1.353,1.348,1.343,1.341,1.290,1.291,1.267,1.266,P9999_0y_X,P9999,25C,221013
0.7,1.53,0,31,1.396,1.395,1.385,1.386,1.372,1.373,1.315,1.315,1.291,1.291,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,0,0.385,0.402,0.401,0.400,0.400,0.400,0.400,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,1,0.421,0.421,0.420,0.419,0.419,0.419,0.419,0.419,0.418,0.418,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,2,0.444,0.444,0.443,0.442,0.442,0.442,0.442,0.442,0.441,0.441,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,3,0.466,0.466,0.465,0.465,0.464,0.464,0.464,0.464,0.464,0.464,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,4,0.485,0.486,0.484,0.484,0.484,0.484,0.483,0.483,0.483,0.483,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,5,0.507,0.507,0.506,0.506,0.505,0.505,0.505,0.505,0.505,0.505,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,6,0.531,0.531,0.529,0.529,0.529,0.529,0.528,0.529,0.528,0.528,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,7,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,8,0.505,0.505,0.501,0.502,0.500,0.500,0.499,0.499,0.499,0.499,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,9,0.555,0.556,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,10,0.602,0.602,0.600,0.600,0.599,0.599,0.598,0.598,0.598,0.598,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,11,0.639,0.639,0.637,0.637,0.636,0.636,0.636,0.636,0.636,0.635,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,12,0.683,0.683,0.681,0.681,0.680,0.680,0.680,0.680,0.680,0.680,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,13,0.718,0.718,0.716,0.716,0.715,0.715,0.715,0.715,0.715,0.715,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,14,0.754,0.755,0.752,0.752,0.751,0.752,0.751,0.751,0.751,0.751,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,15,0.789,0.789,0.787,0.787,0.786,0.787,0.786,0.786,0.786,0.786,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,16,0.824,0.825,0.823,0.823,0.822,0.822,0.822,0.822,0.822,0.822,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,17,0.858,0.859,0.857,0.857,0.856,0.857,0.856,0.856,0.856,0.856,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,18,0.894,0.895,0.893,0.893,0.892,0.892,0.892,0.892,0.892,0.892,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,19,0.931,0.932,0.930,0.930,0.929,0.929,0.929,0.929,0.928,0.928,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,20,0.967,0.967,0.966,0.966,0.965,0.965,0.965,0.965,0.964,0.965,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.079,1.078,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,24,1.124,1.124,1.122,1.122,1.121,1.121,1.123,1.122,1.110,1.110,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,25,1.165,1.165,1.163,1.163,1.161,1.162,1.158,1.156,1.143,1.144,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,26,1.205,1.205,1.202,1.202,1.201,1.201,1.184,1.183,1.167,1.168,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,27,1.247,1.247,1.244,1.244,1.245,1.246,1.216,1.216,1.194,1.193,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,28,1.290,1.290,1.287,1.287,1.280,1.281,1.242,1.241,1.219,1.218,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,29,1.325,1.325,1.319,1.321,1.314,1.313,1.265,1.266,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,30,1.364,1.364,1.354,1.349,1.342,1.342,1.290,1.290,1.266,1.266,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,31,1.392,1.390,1.385,1.387,1.373,1.373,1.315,1.315,1.291,1.291,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,0,0.385,0.402,0.400,0.400,0.400,0.400,0.400,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,1,0.421,0.420,0.419,0.419,0.419,0.419,0.418,0.418,0.418,0.418,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,2,0.444,0.444,0.442,0.442,0.442,0.442,0.441,0.441,0.441,0.441,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,3,0.466,0.466,0.465,0.465,0.464,0.464,0.464,0.464,0.463,0.463,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,4,0.485,0.485,0.484,0.484,0.483,0.483,0.483,0.483,0.483,0.483,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,5,0.507,0.507,0.506,0.506,0.505,0.505,0.505,0.505,0.505,0.505,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,6,0.531,0.531,0.529,0.530,0.529,0.529,0.528,0.528,0.528,0.528,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,7,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,8,0.505,0.505,0.502,0.502,0.500,0.500,0.499,0.499,0.499,0.499,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,9,0.556,0.556,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,10,0.602,0.602,0.600,0.600,0.599,0.599,0.598,0.598,0.598,0.598,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,11,0.639,0.639,0.637,0.637,0.636,0.636,0.636,0.636,0.636,0.635,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,12,0.683,0.683,0.681,0.681,0.680,0.680,0.680,0.680,0.680,0.680,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,13,0.718,0.718,0.716,0.716,0.715,0.715,0.715,0.715,0.715,0.715,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,14,0.754,0.754,0.752,0.752,0.752,0.752,0.751,0.751,0.751,0.751,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,15,0.788,0.789,0.787,0.787,0.787,0.786,0.786,0.786,0.786,0.786,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,16,0.824,0.824,0.823,0.823,0.822,0.822,0.822,0.822,0.822,0.821,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,17,0.858,0.859,0.857,0.857,0.857,0.857,0.856,0.856,0.856,0.856,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,18,0.894,0.894,0.893,0.893,0.893,0.892,0.892,0.892,0.892,0.892,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,19,0.931,0.931,0.930,0.930,0.929,0.929,0.929,0.929,0.928,0.928,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,20,0.967,0.967,0.966,0.966,0.965,0.965,0.965,0.964,0.964,0.964,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.078,1.078,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,24,1.124,1.124,1.122,1.122,1.121,1.121,1.122,1.122,1.108,1.113,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,25,1.165,1.165,1.163,1.163,1.161,1.161,1.157,1.157,1.142,1.142,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,26,1.205,1.204,1.202,1.202,1.201,1.201,1.184,1.184,1.168,1.168,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,27,1.247,1.247,1.244,1.244,1.244,1.245,1.216,1.216,1.194,1.194,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,28,1.289,1.291,1.286,1.286,1.280,1.281,1.241,1.242,1.218,1.219,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,29,1.326,1.327,1.318,1.321,1.311,1.309,1.265,1.266,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,30,1.362,1.359,1.355,1.354,1.343,1.343,1.290,1.290,1.267,1.267,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,31,1.390,1.397,1.382,1.385,1.373,1.373,1.315,1.315,1.291,1.292,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,0,0.385,0.402,0.401,0.400,0.400,0.400,0.399,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,1,0.421,0.421,0.419,0.419,0.419,0.419,0.418,0.418,0.418,0.418,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,2,0.444,0.444,0.442,0.442,0.442,0.442,0.441,0.441,0.441,0.441,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,3,0.466,0.466,0.465,0.464,0.464,0.464,0.464,0.464,0.464,0.463,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,4,0.485,0.485,0.484,0.484,0.483,0.483,0.483,0.483,0.483,0.483,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,5,0.507,0.507,0.506,0.506,0.505,0.505,0.505,0.505,0.505,0.505,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,6,0.531,0.531,0.529,0.529,0.529,0.529,0.528,0.529,0.528,0.528,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,7,0.553,0.553,0.552,0.551,0.551,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,8,0.505,0.505,0.502,0.501,0.500,0.499,0.499,0.499,0.499,0.499,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,9,0.556,0.556,0.553,0.553,0.551,0.552,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,10,0.602,0.602,0.600,0.600,0.598,0.599,0.598,0.598,0.598,0.598,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,11,0.639,0.639,0.637,0.637,0.636,0.636,0.635,0.636,0.635,0.635,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,12,0.683,0.683,0.681,0.681,0.680,0.680,0.680,0.680,0.679,0.680,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,13,0.718,0.718,0.716,0.716,0.715,0.715,0.714,0.715,0.715,0.715,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,14,0.754,0.754,0.752,0.752,0.751,0.752,0.751,0.751,0.751,0.751,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,15,0.788,0.788,0.787,0.787,0.786,0.786,0.786,0.786,0.786,0.786,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,16,0.824,0.824,0.823,0.823,0.822,0.822,0.822,0.822,0.822,0.822,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,17,0.859,0.859,0.857,0.857,0.856,0.856,0.856,0.856,0.856,0.856,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,18,0.894,0.894,0.893,0.893,0.892,0.892,0.892,0.892,0.891,0.892,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,19,0.931,0.931,0.930,0.930,0.929,0.929,0.928,0.929,0.928,0.928,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,20,0.967,0.967,0.966,0.966,0.965,0.965,0.964,0.965,0.964,0.964,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.079,1.078,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,24,1.124,1.124,1.122,1.122,1.121,1.121,1.122,1.123,1.110,1.112,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,25,1.165,1.165,1.163,1.163,1.161,1.161,1.154,1.157,1.142,1.140,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,26,1.205,1.204,1.202,1.202,1.201,1.200,1.186,1.183,1.169,1.168,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,27,1.247,1.247,1.244,1.243,1.245,1.244,1.213,1.215,1.194,1.194,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,28,1.290,1.291,1.286,1.286,1.281,1.280,1.242,1.241,1.219,1.219,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,29,1.325,1.328,1.319,1.322,1.309,1.311,1.265,1.265,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,30,1.362,1.361,1.351,1.353,1.343,1.342,1.290,1.290,1.267,1.267,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,31,1.393,1.396,1.386,1.385,1.373,1.373,1.315,1.315,1.291,1.292,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,0,0.386,0.402,0.400,0.400,0.400,0.400,0.399,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,1,0.421,0.421,0.419,0.419,0.419,0.419,0.418,0.419,0.418,0.418,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,2,0.444,0.444,0.443,0.442,0.442,0.442,0.442,0.442,0.441,0.441,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,3,0.466,0.466,0.465,0.465,0.464,0.464,0.464,0.464,0.464,0.464,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,4,0.485,0.485,0.484,0.484,0.483,0.483,0.483,0.483,0.483,0.483,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,5,0.507,0.507,0.506,0.506,0.505,0.505,0.505,0.505,0.505,0.505,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,6,0.531,0.531,0.530,0.529,0.529,0.529,0.529,0.529,0.528,0.529,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,7,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,8,0.505,0.505,0.502,0.502,0.500,0.500,0.499,0.500,0.499,0.499,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,9,0.556,0.556,0.553,0.553,0.552,0.552,0.551,0.551,0.551,0.551,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,10,0.602,0.602,0.600,0.600,0.599,0.599,0.598,0.598,0.598,0.598,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,11,0.639,0.639,0.637,0.637,0.636,0.636,0.636,0.636,0.635,0.635,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,12,0.683,0.683,0.681,0.681,0.680,0.680,0.680,0.680,0.680,0.680,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,13,0.718,0.718,0.716,0.716,0.715,0.715,0.715,0.715,0.715,0.715,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,14,0.754,0.754,0.752,0.752,0.752,0.752,0.751,0.751,0.751,0.751,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,15,0.789,0.789,0.787,0.787,0.786,0.786,0.786,0.786,0.786,0.786,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,16,0.824,0.824,0.823,0.823,0.822,0.822,0.822,0.822,0.822,0.822,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,17,0.859,0.859,0.857,0.857,0.857,0.857,0.856,0.856,0.856,0.856,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,18,0.894,0.894,0.893,0.893,0.892,0.892,0.892,0.892,0.892,0.892,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,19,0.931,0.931,0.930,0.930,0.929,0.929,0.929,0.929,0.928,0.929,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,20,0.967,0.967,0.966,0.966,0.965,0.965,0.965,0.965,0.964,0.964,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,21,1.006,1.006,1.004,1.004,1.003,1.003,1.003,1.003,1.003,1.003,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,22,1.044,1.044,1.042,1.042,1.041,1.041,1.041,1.041,1.041,1.041,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,23,1.083,1.083,1.081,1.081,1.080,1.080,1.080,1.080,1.080,1.080,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,24,1.124,1.124,1.122,1.122,1.121,1.121,1.123,1.123,1.110,1.110,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,25,1.165,1.165,1.163,1.163,1.161,1.162,1.158,1.156,1.144,1.143,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,26,1.204,1.205,1.202,1.202,1.201,1.201,1.183,1.187,1.168,1.168,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,27,1.247,1.247,1.243,1.244,1.245,1.244,1.214,1.217,1.194,1.194,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,28,1.290,1.291,1.287,1.286,1.281,1.278,1.242,1.241,1.219,1.219,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,29,1.325,1.328,1.321,1.323,1.312,1.314,1.266,1.266,1.242,1.242,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,30,1.364,1.360,1.350,1.353,1.342,1.342,1.291,1.290,1.267,1.267,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,31,1.392,1.395,1.387,1.387,1.372,1.373,1.315,1.315,1.291,1.292,P9999_0y_X,P9999,25C,221013
0.8,1.53,0,0,0.386,0.402,0.401,0.400,0.400,0.400,0.400,0.399,0.399,0.399,P9999_0y_X,P9999,25C,221013
0.8,1.53,0,1,0.421,0.421,0.420,0.419,0.419,0.419,0.418,0.418,0.418,0.418,P9999_0y_X,P9999,25C,221013
