vdd,vdd18,Instance,vwl,tc_0,tc_1,tc_2,tc_3,tc_4,tc_5,tc_6,tc_7,tc_8,tc_9,Lot Bin Wafer,Part Number,Temp,Date
0.7,1.62,0,22,2.454,2.419,2.452,2.398,2.357,2.372,2.325,2.371,2.290,2.235,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,23,2.505,2.470,2.500,2.447,2.404,2.421,2.372,2.419,2.337,2.280,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,24,2.522,2.514,2.521,2.496,2.454,2.470,2.422,2.468,2.385,2.328,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,25,2.521,2.522,2.521,2.521,2.502,2.511,2.470,2.512,2.434,2.374,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,26,2.522,2.522,2.521,2.521,2.521,2.522,2.511,2.521,2.482,2.422,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,27,2.522,2.522,2.521,2.521,2.521,2.521,2.521,2.521,2.517,2.468,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,28,2.521,2.522,2.522,2.521,2.521,2.521,2.520,2.520,2.521,2.511,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,29,2.522,2.522,2.521,2.521,2.521,2.521,2.522,2.521,2.521,2.521,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,30,2.522,2.522,2.521,2.521,2.521,2.521,2.521,2.521,2.521,2.520,P9999_0y_X,P9999,25C,221013
0.7,1.62,0,31,2.521,2.523,2.522,2.521,2.521,2.521,2.521,2.521,2.521,2.521,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,0,1.237,1.245,1.259,1.230,1.198,1.210,1.175,1.134,1.146,1.101,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,1,1.333,1.308,1.321,1.309,1.262,1.273,1.239,1.200,1.212,1.168,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,2,1.398,1.371,1.384,1.371,1.324,1.337,1.301,1.263,1.275,1.232,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,3,1.453,1.429,1.442,1.429,1.382,1.395,1.360,1.322,1.334,1.291,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,4,1.511,1.486,1.510,1.486,1.439,1.450,1.417,1.378,1.390,1.347,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,5,1.565,1.542,1.567,1.540,1.494,1.506,1.472,1.433,1.445,1.403,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,6,1.619,1.595,1.618,1.594,1.548,1.559,1.524,1.486,1.498,1.455,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,7,1.675,1.649,1.671,1.649,1.601,1.612,1.577,1.539,1.550,1.506,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,8,1.729,1.701,1.728,1.701,1.653,1.665,1.653,1.663,1.601,1.559,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,9,1.780,1.754,1.780,1.754,1.706,1.717,1.705,1.717,1.652,1.608,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,10,1.836,1.808,1.833,1.807,1.758,1.769,1.757,1.769,1.704,1.659,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,11,1.887,1.859,1.888,1.858,1.808,1.821,1.807,1.819,1.754,1.709,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,12,1.937,1.911,1.937,1.909,1.859,1.871,1.858,1.870,1.803,1.757,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,13,1.993,1.963,1.990,1.962,1.908,1.922,1.908,1.920,1.853,1.806,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,14,2.042,2.014,2.043,2.013,1.958,1.972,1.958,1.971,1.901,1.854,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,15,2.091,2.065,2.093,2.064,2.008,2.022,2.009,2.022,1.949,1.901,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,16,2.146,2.116,2.144,2.115,2.058,2.073,2.059,2.072,1.998,1.950,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,17,2.200,2.165,2.198,2.166,2.108,2.123,2.110,2.122,2.047,1.997,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,18,2.250,2.218,2.251,2.219,2.159,2.175,2.160,2.174,2.097,2.046,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,19,2.303,2.270,2.300,2.269,2.210,2.225,2.209,2.224,2.145,2.094,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,20,2.354,2.320,2.352,2.319,2.258,2.274,2.258,2.273,2.193,2.141,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,21,2.405,2.369,2.403,2.369,2.307,2.323,2.307,2.323,2.242,2.188,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,22,2.455,2.420,2.454,2.420,2.356,2.373,2.356,2.372,2.290,2.235,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,23,2.503,2.469,2.503,2.469,2.405,2.422,2.406,2.420,2.338,2.281,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,24,2.522,2.510,2.522,2.513,2.454,2.471,2.455,2.470,2.385,2.328,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,25,2.522,2.521,2.521,2.521,2.501,2.512,2.502,2.515,2.433,2.375,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,26,2.521,2.520,2.521,2.521,2.521,2.521,2.521,2.520,2.482,2.424,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,27,2.521,2.521,2.522,2.521,2.520,2.521,2.521,2.521,2.514,2.470,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,28,2.521,2.520,2.521,2.521,2.521,2.521,2.521,2.521,2.521,2.509,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,29,2.521,2.521,2.522,2.521,2.521,2.521,2.521,2.522,2.521,2.520,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,30,2.521,2.521,2.521,2.521,2.521,2.521,2.522,2.521,2.521,2.521,P9999_0y_X,P9999,25C,221013
0.7,1.98,0,31,2.522,2.520,2.521,2.521,2.521,2.522,2.521,2.520,2.521,2.521,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,0,1.239,1.244,1.259,1.245,1.199,1.210,1.174,1.134,1.146,1.101,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,1,1.332,1.308,1.331,1.308,1.262,1.274,1.238,1.199,1.211,1.168,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,2,1.395,1.372,1.397,1.370,1.325,1.336,1.301,1.263,1.274,1.232,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,3,1.453,1.430,1.453,1.428,1.383,1.394,1.359,1.323,1.334,1.291,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,4,1.510,1.486,1.511,1.485,1.439,1.451,1.416,1.449,1.390,1.349,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,5,1.568,1.542,1.567,1.540,1.495,1.506,1.472,1.505,1.445,1.404,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,6,1.623,1.596,1.619,1.595,1.548,1.559,1.524,1.559,1.497,1.456,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,7,1.672,1.649,1.676,1.647,1.601,1.611,1.576,1.611,1.551,1.507,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,8,1.729,1.701,1.727,1.701,1.653,1.666,1.628,1.664,1.601,1.559,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,9,1.780,1.755,1.782,1.753,1.703,1.717,1.680,1.716,1.652,1.609,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,10,1.833,1.809,1.836,1.807,1.757,1.771,1.732,1.769,1.703,1.660,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,11,1.886,1.860,1.888,1.859,1.808,1.821,1.782,1.820,1.754,1.710,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,12,1.937,1.910,1.936,1.910,1.858,1.872,1.858,1.871,1.802,1.758,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,13,1.994,1.962,1.992,1.962,1.907,1.922,1.908,1.921,1.852,1.806,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,14,2.043,2.014,2.043,2.013,1.958,1.973,1.958,1.972,1.901,1.854,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,15,2.096,2.065,2.095,2.065,2.009,2.023,2.008,2.022,1.950,1.903,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,16,2.150,2.115,2.145,2.116,2.059,2.073,2.058,2.071,1.999,1.950,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,17,2.200,2.168,2.199,2.167,2.108,2.123,2.107,2.121,2.048,1.997,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,18,2.253,2.218,2.253,2.219,2.160,2.175,2.159,2.173,2.097,2.046,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,19,2.301,2.269,2.299,2.269,2.211,2.224,2.209,2.223,2.144,2.094,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,20,2.350,2.321,2.353,2.319,2.258,2.273,2.258,2.273,2.193,2.141,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,21,2.406,2.370,2.406,2.369,2.308,2.324,2.307,2.323,2.241,2.188,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,22,2.457,2.421,2.452,2.420,2.357,2.372,2.357,2.372,2.289,2.235,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,23,2.507,2.470,2.501,2.470,2.405,2.421,2.406,2.421,2.338,2.283,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,24,2.522,2.511,2.521,2.511,2.454,2.470,2.453,2.470,2.385,2.330,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,25,2.522,2.520,2.521,2.521,2.502,2.513,2.502,2.512,2.434,2.376,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,26,2.522,2.521,2.521,2.521,2.521,2.521,2.521,2.521,2.481,2.424,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,27,2.522,2.520,2.521,2.522,2.521,2.521,2.521,2.520,2.516,2.470,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,28,2.521,2.521,2.521,2.521,2.522,2.521,2.521,2.521,2.521,2.512,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,29,2.522,2.521,2.521,2.521,2.521,2.521,2.520,2.521,2.521,2.522,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,30,2.522,2.521,2.521,2.521,2.520,2.521,2.521,2.521,2.522,2.521,P9999_0y_X,P9999,25C,221013
0.7,2.07,0,31,2.521,2.521,2.522,2.521,2.522,2.521,2.521,2.521,2.521,2.522,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,0,1.237,1.246,1.261,1.232,1.199,1.210,1.175,1.135,1.147,1.102,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,1,1.335,1.309,1.324,1.294,1.263,1.274,1.239,1.201,1.211,1.169,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,2,1.397,1.371,1.385,1.357,1.326,1.337,1.301,1.264,1.275,1.234,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,3,1.456,1.429,1.442,1.414,1.384,1.395,1.360,1.323,1.334,1.292,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,4,1.514,1.487,1.499,1.470,1.440,1.452,1.416,1.451,1.390,1.349,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,5,1.568,1.542,1.566,1.542,1.495,1.506,1.471,1.506,1.446,1.404,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,6,1.623,1.596,1.620,1.595,1.549,1.560,1.525,1.559,1.499,1.457,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,7,1.677,1.650,1.676,1.648,1.601,1.614,1.577,1.612,1.551,1.508,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,8,1.730,1.703,1.727,1.702,1.653,1.665,1.628,1.663,1.603,1.559,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,9,1.779,1.756,1.782,1.755,1.705,1.718,1.705,1.717,1.653,1.610,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,10,1.832,1.808,1.833,1.808,1.758,1.770,1.756,1.769,1.704,1.661,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,11,1.886,1.860,1.886,1.860,1.808,1.821,1.807,1.821,1.755,1.709,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,12,1.942,1.912,1.941,1.912,1.859,1.872,1.858,1.871,1.804,1.757,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,13,1.992,1.962,1.992,1.963,1.910,1.922,1.908,1.921,1.853,1.806,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,14,2.040,2.015,2.041,2.014,1.960,1.972,1.959,1.973,1.903,1.855,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,15,2.098,2.066,2.096,2.065,2.009,2.023,2.009,2.022,1.951,1.903,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,16,2.147,2.116,2.146,2.117,2.058,2.073,2.058,2.072,2.000,1.950,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,17,2.198,2.168,2.198,2.168,2.108,2.123,2.109,2.122,2.049,1.999,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,18,2.254,2.220,2.253,2.219,2.159,2.175,2.159,2.173,2.098,2.047,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,19,2.302,2.271,2.305,2.270,2.209,2.225,2.209,2.223,2.147,2.095,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,20,2.356,2.321,2.354,2.321,2.259,2.273,2.258,2.274,2.195,2.142,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,21,2.406,2.372,2.406,2.371,2.307,2.323,2.308,2.322,2.243,2.189,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,22,2.456,2.421,2.454,2.421,2.357,2.373,2.356,2.372,2.291,2.236,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,23,2.504,2.472,2.504,2.470,2.405,2.421,2.406,2.421,2.339,2.284,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,24,2.522,2.517,2.522,2.514,2.455,2.470,2.454,2.470,2.386,2.330,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,25,2.523,2.522,2.522,2.522,2.504,2.510,2.503,2.511,2.436,2.377,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,26,2.522,2.522,2.521,2.521,2.522,2.522,2.522,2.522,2.484,2.424,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,27,2.522,2.522,2.522,2.522,2.522,2.522,2.522,2.522,2.517,2.471,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,28,2.523,2.522,2.522,2.522,2.522,2.522,2.521,2.522,2.522,2.511,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,29,2.522,2.522,2.522,2.521,2.522,2.522,2.521,2.522,2.521,2.522,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,30,2.522,2.522,2.522,2.521,2.522,2.522,2.521,2.522,2.522,2.522,P9999_0y_X,P9999,25C,221013
0.8,1.8,0,31,2.523,2.522,2.522,2.521,2.522,2.521,2.521,2.522,2.522,2.522,P9999_0y_X,P9999,25C,221013
0.8,1.53,0,0,1.238,1.246,1.261,1.231,1.199,1.211,1.174,1.136,1.146,1.102,P9999_0y_X,P9999,25C,221013
0.8,1.53,0,1,1.336,1.309,1.323,1.309,1.263,1.275,1.262,1.200,1.211,1.170,P9999_0y_X,P9999,25C,221013
