rd_wr,period,osc_set,count,div,period_delta,cycles,vgen,Fail Count,Instance,Lot Bin Wafer,Part Number,Temp,Date
0,6.000,3,5,0,0.007,10000,25,5,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.059,10000,25,29,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.001,10000,25,6,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.016,10000,25,11,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.011,10000,25,9,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.013,10000,25,15,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.011,10000,25,7,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,6,0,0.004,20000,27,35,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.031,20000,27,25,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,30,2,0,0.053,20000,27,94,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.029,20000,27,28,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.006,20000,27,68,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.007,20000,27,71,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.004,20000,27,31,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.005,20000,27,35,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,11,4,0,0.011,20000,23,0,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,29,2,0,0.000,20000,23,1,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.002,20000,23,16,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.002,20000,23,3,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.015,20000,23,9,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,12,4,0,0.001,20000,23,8,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.004,20000,23,3,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.000,20000,23,3,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,15,3,0,0.017,20000,25,16,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,15,3,0,0.037,20000,25,6,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.058,20000,25,37,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.002,20000,25,8,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.024,20000,25,17,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.042,20000,25,17,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.007,20000,25,17,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.018,20000,25,8,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,28,2,0,0.002,50000,27,55,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.046,50000,27,47,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,26,3,0,0.024,50000,27,171,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.020,50000,27,59,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.027,50000,27,168,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.015,50000,27,146,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.018,50000,27,100,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.001,50000,27,50,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,15,3,0,0.009,50000,23,4,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,15,3,0,0.016,50000,23,1,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.004,50000,23,31,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.051,50000,23,3,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.008,50000,23,13,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.007,50000,23,15,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.012,50000,23,12,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,17,4,0,0.010,50000,23,6,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.007,50000,25,24,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.051,50000,25,9,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.002,50000,25,95,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.022,50000,25,14,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.018,50000,25,31,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.006,50000,25,25,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.013,50000,25,25,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.006,50000,25,15,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.032,100000,27,88,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.057,100000,27,77,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.059,100000,27,253,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.002,100000,27,86,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.017,100000,27,208,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.013,100000,27,333,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.040,100000,27,191,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.026,100000,27,126,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,30,2,0,0.053,100000,23,7,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,29,2,0,0.031,100000,23,5,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.020,100000,23,39,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.013,100000,23,5,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.021,100000,23,17,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.003,100000,23,19,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.002,100000,23,16,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.002,100000,23,9,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.012,100000,25,36,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.005,100000,25,11,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.006,100000,25,134,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,28,2,0,0.011,100000,25,29,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.004,100000,25,48,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.008,100000,25,43,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.011,100000,25,38,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.036,100000,25,22,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.007,200000,27,127,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.004,200000,27,102,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.000,200000,27,419,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.002,200000,27,140,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.010,200000,27,379,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.017,200000,27,379,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.051,200000,27,330,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.009,200000,27,247,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,6,0,0.008,200000,23,13,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.050,200000,23,6,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,30,2,0,0.008,200000,23,62,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.005,200000,23,13,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.006,200000,23,23,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.005,200000,23,23,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.006,200000,23,25,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.003,200000,23,10,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.008,200000,25,59,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.011,200000,25,29,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,30,2,0,0.006,200000,25,207,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.018,200000,25,40,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.019,200000,25,78,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.005,200000,25,108,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,28,2,0,0.004,200000,25,55,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.015,200000,25,76,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,17,4,0,0.011,500000,27,238,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.015,500000,27,585,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.057,500000,27,789,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.002,500000,27,225,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.009,500000,27,535,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.030,500000,27,595,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.041,500000,27,464,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,4,5,0,0.027,500000,27,343,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.003,500000,23,35,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.004,500000,23,12,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,6,4,0,0.002,500000,23,166,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.021,500000,23,18,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,25,3,0,0.023,500000,23,39,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,8,6,0,0.005,500000,23,42,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.009,500000,23,29,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.002,500000,23,24,7,P9HK27_0o_15,P0002,085C,220414
0,6.000,11,4,0,0.021,500000,25,129,0,P9HK27_0o_15,P0002,085C,220414
0,6.000,3,5,0,0.054,500000,25,71,1,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.037,500000,25,358,2,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.008,500000,25,60,3,P9HK27_0o_15,P0002,085C,220414
0,6.000,20,3,0,0.010,500000,25,158,4,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.010,500000,25,245,5,P9HK27_0o_15,P0002,085C,220414
0,6.000,10,5,0,0.009,500000,25,102,6,P9HK27_0o_15,P0002,085C,220414
0,6.000,0,7,0,0.004,500000,25,107,7,P9HK27_0o_15,P0002,085C,220414
