rd_wr,period,osc_set,count,div,period_delta,cycles,vgen,Fail Count,Instance,Lot Bin Wafer,Part Number,Temp,Date
0,6.000,5,4,0,0.051,2000,25,25,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.035,2000,25,31,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,22,2,0,0.003,5000,27,64,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.022,5000,27,64,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,12,4,0,0.018,5000,27,48,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.003,5000,27,56,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.013,5000,27,41,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.003,5000,27,61,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.064,5000,27,55,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.002,5000,27,65,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,8,5,0,0.002,5000,23,12,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,19,3,0,0.041,5000,23,11,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,5,0,0.006,5000,23,8,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.040,5000,23,11,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.000,5000,23,10,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,11,4,0,0.003,5000,23,11,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.005,5000,23,16,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.001,5000,23,11,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.051,5000,25,36,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.030,5000,25,35,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,5,0,0.022,5000,25,27,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.051,5000,25,31,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.075,5000,25,21,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.060,5000,25,28,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.079,5000,25,40,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,11,4,0,0.054,5000,25,34,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.001,10000,27,78,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.026,10000,27,103,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,5,0,0.004,10000,27,67,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.062,10000,27,68,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.004,10000,27,57,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.003,10000,27,79,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.009,10000,27,60,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.032,10000,27,75,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.002,10000,23,13,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.014,10000,23,13,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,7,0,0.008,10000,23,9,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.007,10000,23,16,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.021,10000,23,12,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.017,10000,23,10,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.033,10000,23,17,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.055,10000,23,11,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.039,10000,25,38,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.013,10000,25,39,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,29,2,0,0.015,10000,25,29,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.011,10000,25,43,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.017,10000,25,24,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.056,10000,25,32,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,11,4,0,0.011,10000,25,53,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.062,10000,25,37,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.013,20000,27,108,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.040,20000,27,129,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,7,0,0.020,20000,27,82,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.034,20000,27,119,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.047,20000,27,66,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.017,20000,27,95,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,9,5,0,0.015,20000,27,76,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.023,20000,27,95,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.024,20000,23,16,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.001,20000,23,17,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,5,0,0.023,20000,23,14,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.008,20000,23,18,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.019,20000,23,13,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.018,20000,23,16,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.029,20000,23,21,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.045,20000,23,16,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.033,20000,25,48,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.015,20000,25,50,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,29,2,0,0.016,20000,25,37,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.007,20000,25,47,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.004,20000,25,28,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.012,20000,25,37,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.023,20000,25,61,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.056,20000,25,47,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,8,5,0,0.002,50000,27,147,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.006,50000,27,169,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,7,0,0.006,50000,27,111,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.023,50000,27,201,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.055,50000,27,80,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.002,50000,27,146,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.028,50000,27,160,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.050,50000,27,208,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,8,5,0,0.007,50000,23,22,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.002,50000,23,21,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,7,4,0,0.013,50000,23,20,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.019,50000,23,24,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.013,50000,23,20,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,11,4,0,0.001,50000,23,18,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.010,50000,23,29,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.027,50000,23,18,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,3,4,0,0.012,50000,25,70,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,19,3,0,0.057,50000,25,60,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,20,3,0,0.039,50000,25,50,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.018,50000,25,54,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.030,50000,25,36,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.017,50000,25,57,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.049,50000,25,80,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.034,50000,25,60,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.003,100000,27,186,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.009,100000,27,217,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,17,4,0,0.009,100000,27,181,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.033,100000,27,245,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.055,100000,27,149,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.019,100000,27,187,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.036,100000,27,238,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.018,100000,27,341,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.011,100000,23,24,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.019,100000,23,30,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,7,4,0,0.026,100000,23,35,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.007,100000,23,27,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.022,100000,23,24,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.012,100000,23,27,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.039,100000,23,39,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,28,2,0,0.003,100000,23,21,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.022,100000,25,104,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.035,100000,25,73,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,12,4,0,0.004,100000,25,82,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.077,100000,25,87,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.041,100000,25,49,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.033,100000,25,108,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.030,100000,25,114,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.004,100000,25,84,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,4,0,0.014,200000,27,311,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.062,200000,27,334,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,29,2,0,0.006,200000,27,390,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.042,200000,27,341,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.026,200000,27,197,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.016,200000,27,279,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.023,200000,27,311,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.013,200000,27,505,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.049,200000,23,34,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.006,200000,23,46,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,4,5,0,0.007,200000,23,43,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.040,200000,23,40,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.064,200000,23,28,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.008,200000,23,42,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.010,200000,23,55,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.008,200000,23,46,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.012,200000,25,148,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,16,4,0,0.008,200000,25,87,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,17,4,0,0.084,200000,25,139,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,27,2,0,0.024,200000,25,144,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,22,2,0,0.006,200000,25,84,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.006,200000,25,140,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.032,200000,25,152,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.000,200000,25,196,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,8,5,0,0.002,500000,27,727,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,28,2,0,0.039,500000,27,505,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,29,2,0,0.014,500000,27,1212,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,11,4,0,0.032,500000,27,739,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,24,3,0,0.043,500000,27,312,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.009,500000,27,510,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.004,500000,27,572,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,10,4,0,0.002,500000,27,860,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,3,4,0,0.004,500000,23,73,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.011,500000,23,85,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,17,4,0,0.015,500000,23,71,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.001,500000,23,56,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.025,500000,23,42,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.024,500000,23,55,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.007,500000,23,70,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.004,500000,23,75,7,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.068,500000,25,250,0,P9KT98_0n_02,P0053,085C,220407
0,6.000,23,2,0,0.011,500000,25,132,1,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,7,0,0.037,500000,25,222,2,P9KT98_0n_02,P0053,085C,220407
0,6.000,0,6,0,0.028,500000,25,335,3,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.009,500000,25,112,4,P9KT98_0n_02,P0053,085C,220407
0,6.000,5,4,0,0.002,500000,25,318,5,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.004,500000,25,240,6,P9KT98_0n_02,P0053,085C,220407
0,6.000,18,3,0,0.002,500000,25,298,7,P9KT98_0n_02,P0053,085C,220407
