Lot_Bin_Wafer,part,instance,temp,date,Data,ivdd18/bit,ivdd/bit,VWL,Vwl(meas),VBL,Vbl(meas),PRG_CNT,PRG_Time,Pulse1,Pulse2,Pulse3,Pulse4,Pulse5,Pulse6,vdd
P9999_0y_X,P9988,0,85C,230410,1,177.8846,10.3365,0x0009,10.0006,0x0010,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,180.4487,7.9327,0x0009,10.0006,0x0010,5.0003,0x0d,25,0x00000005,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,1,177.8846,10.3365,0x0009,10.0006,0x0010,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,180.4487,7.9327,0x0009,10.0006,0x0010,5.0003,0x10,30,0x00000001,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,1,177.8846,10.3365,0x0009,10.0006,0x0010,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,180.4487,7.9327,0x0009,10.0006,0x0010,5.0003,0x15,40,0x00000002,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,1,177.8846,10.3365,0x0009,10.0006,0x0010,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,180.4487,7.9327,0x0009,10.0006,0x0010,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,1,177.8846,10.3365,0x0009,10.0006,0x0010,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,181.9712,-2.0032,0x0009,10.0006,0x0011,5.0003,0x0a,20,0x00000007,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,172.1955,3.4455,0x0009,10.0006,0x0011,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,181.9712,-2.0032,0x0009,10.0006,0x0011,5.0003,0x0d,25,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,172.1955,3.4455,0x0009,10.0006,0x0011,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,181.9712,-2.0032,0x0009,10.0006,0x0011,5.0003,0x10,30,0x00000003,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,172.1955,3.4455,0x0009,10.0006,0x0011,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,181.9712,-2.0032,0x0009,10.0006,0x0011,5.0003,0x15,40,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,172.1955,3.4455,0x0009,10.0006,0x0011,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,181.9712,-2.0032,0x0009,10.0006,0x0011,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,172.1955,3.4455,0x0009,10.0006,0x0011,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,217.6282,4.4872,0x0009,10.0006,0x0012,5.0003,0x0a,20,0x00000006,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,198.1570,4.9679,0x0009,10.0006,0x0012,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,217.6282,4.4872,0x0009,10.0006,0x0012,5.0003,0x0d,25,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,198.1570,4.9679,0x0009,10.0006,0x0012,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,217.6282,4.4872,0x0009,10.0006,0x0012,5.0003,0x10,30,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,198.1570,4.9679,0x0009,10.0006,0x0012,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,217.6282,4.4872,0x0009,10.0006,0x0012,5.0003,0x15,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,198.1570,4.9679,0x0009,10.0006,0x0012,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,217.6282,4.4872,0x0009,10.0006,0x0012,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,198.1570,4.9679,0x0009,10.0006,0x0012,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,206.7308,3.9263,0x0009,10.0006,0x0013,5.0003,0x0a,20,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,209.8558,1.5224,0x0009,10.0006,0x0013,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,206.7308,3.9263,0x0009,10.0006,0x0013,5.0003,0x0d,25,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,209.8558,1.5224,0x0009,10.0006,0x0013,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,206.7308,3.9263,0x0009,10.0006,0x0013,5.0003,0x10,30,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,209.8558,1.5224,0x0009,10.0006,0x0013,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,206.7308,3.9263,0x0009,10.0006,0x0013,5.0003,0x15,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,209.8558,1.5224,0x0009,10.0006,0x0013,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,206.7308,3.9263,0x0009,10.0006,0x0013,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,209.8558,1.5224,0x0009,10.0006,0x0013,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,210.8974,5.4487,0x0009,10.0006,0x0014,5.0003,0x0a,20,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,189.9840,1.6827,0x0009,10.0006,0x0014,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,210.8974,5.4487,0x0009,10.0006,0x0014,5.0003,0x0d,25,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,189.9840,1.6827,0x0009,10.0006,0x0014,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,210.8974,5.4487,0x0009,10.0006,0x0014,5.0003,0x10,30,0x00000004,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,189.9840,1.6827,0x0009,10.0006,0x0014,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,210.8974,5.4487,0x0009,10.0006,0x0014,5.0003,0x15,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,189.9840,1.6827,0x0009,10.0006,0x0014,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,210.8974,5.4487,0x0009,10.0006,0x0014,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,189.9840,1.6827,0x0009,10.0006,0x0014,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,218.4295,-1.2019,0x0009,10.0006,0x0015,5.0003,0x0a,20,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,204.8878,1.2019,0x0009,10.0006,0x0015,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,218.4295,-1.2019,0x0009,10.0006,0x0015,5.0003,0x0d,25,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,204.8878,1.2019,0x0009,10.0006,0x0015,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,218.4295,-1.2019,0x0009,10.0006,0x0015,5.0003,0x10,30,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,204.8878,1.2019,0x0009,10.0006,0x0015,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,218.4295,-1.2019,0x0009,10.0006,0x0015,5.0003,0x15,40,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,204.8878,1.2019,0x0009,10.0006,0x0015,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,218.4295,-1.2019,0x0009,10.0006,0x0015,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,204.8878,1.2019,0x0009,10.0006,0x0015,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,203.6859,-1.6026,0x0009,10.0006,0x0016,5.0003,0x0a,20,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,206.1699,3.0449,0x0009,10.0006,0x0016,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,203.6859,-1.6026,0x0009,10.0006,0x0016,5.0003,0x0d,25,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,206.1699,3.0449,0x0009,10.0006,0x0016,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,203.6859,-1.6026,0x0009,10.0006,0x0016,5.0003,0x10,30,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,206.1699,3.0449,0x0009,10.0006,0x0016,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,203.6859,-1.6026,0x0009,10.0006,0x0016,5.0003,0x15,40,0x00000002,0x00000002,0x00000001,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,206.1699,3.0449,0x0009,10.0006,0x0016,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,203.6859,-1.6026,0x0009,10.0006,0x0016,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0.8,
P9999_0y_X,P9988,0,85C,230410,1,206.1699,3.0449,0x0009,10.0006,0x0016,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.3045,-1.6026,0x000b,10.0006,0x000e,5.0003,0x0a,20,0x00000011,0x00000002,0x00000002,0x00000001,0x00000002,0x00000001,0.8,
P9999_0y_X,P9988,0,85C,230410,1,176.2821,5.6090,0x000b,10.0006,0x000e,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.3045,-1.6026,0x000b,10.0006,0x000e,5.0003,0x0d,25,0x00000008,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,176.2821,5.6090,0x000b,10.0006,0x000e,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.3045,-1.6026,0x000b,10.0006,0x000e,5.0003,0x10,30,0x00000007,0x00000001,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,176.2821,5.6090,0x000b,10.0006,0x000e,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.3045,-1.6026,0x000b,10.0006,0x000e,5.0003,0x15,40,0x00000005,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,176.2821,5.6090,0x000b,10.0006,0x000e,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.3045,-1.6026,0x000b,10.0006,0x000e,5.0003,0x1d,55,0x00000003,0x00000001,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,176.2821,5.6090,0x000b,10.0006,0x000e,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,198.5577,1.6026,0x000b,10.0006,0x000f,5.0003,0x0a,20,0x00000005,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0.8,
P9999_0y_X,P9988,0,85C,230410,1,179.8878,4.1667,0x000b,10.0006,0x000f,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,198.5577,1.6026,0x000b,10.0006,0x000f,5.0003,0x0d,25,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,179.8878,4.1667,0x000b,10.0006,0x000f,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,198.5577,1.6026,0x000b,10.0006,0x000f,5.0003,0x10,30,0x00000005,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,179.8878,4.1667,0x000b,10.0006,0x000f,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,198.5577,1.6026,0x000b,10.0006,0x000f,5.0003,0x15,40,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,179.8878,4.1667,0x000b,10.0006,0x000f,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,198.5577,1.6026,0x000b,10.0006,0x000f,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,179.8878,4.1667,0x000b,10.0006,0x000f,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.8654,0.8013,0x000b,10.0006,0x0010,5.0003,0x0a,20,0x00000006,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,184.6154,-3.2853,0x000b,10.0006,0x0010,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.8654,0.8013,0x000b,10.0006,0x0010,5.0003,0x0d,25,0x00000004,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,184.6154,-3.2853,0x000b,10.0006,0x0010,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.8654,0.8013,0x000b,10.0006,0x0010,5.0003,0x10,30,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,184.6154,-3.2853,0x000b,10.0006,0x0010,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.8654,0.8013,0x000b,10.0006,0x0010,5.0003,0x15,40,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,184.6154,-3.2853,0x000b,10.0006,0x0010,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,190.8654,0.8013,0x000b,10.0006,0x0010,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,184.6154,-3.2853,0x000b,10.0006,0x0010,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,200.6410,-1.2019,0x000b,10.0006,0x0011,5.0003,0x0a,20,0x00000008,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,187.9808,3.6859,0x000b,10.0006,0x0011,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,200.6410,-1.2019,0x000b,10.0006,0x0011,5.0003,0x0d,25,0x00000004,0x00000002,0x00000002,0x00000002,0x00000001,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,187.9808,3.6859,0x000b,10.0006,0x0011,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,200.6410,-1.2019,0x000b,10.0006,0x0011,5.0003,0x10,30,0x00000003,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,187.9808,3.6859,0x000b,10.0006,0x0011,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,200.6410,-1.2019,0x000b,10.0006,0x0011,5.0003,0x15,40,0x00000002,0x00000001,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,187.9808,3.6859,0x000b,10.0006,0x0011,5.0003,0x15,40,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,200.6410,-1.2019,0x000b,10.0006,0x0011,5.0003,0x1d,55,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000001,0.8,
P9999_0y_X,P9988,0,85C,230410,1,187.9808,3.6859,0x000b,10.0006,0x0011,5.0003,0x1d,55,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,195.5930,3.3654,0x000b,10.0006,0x0012,5.0003,0x0a,20,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,197.6763,3.7660,0x000b,10.0006,0x0012,5.0003,0x0a,20,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,195.5930,3.3654,0x000b,10.0006,0x0012,5.0003,0x0d,25,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,197.6763,3.7660,0x000b,10.0006,0x0012,5.0003,0x0d,25,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
P9999_0y_X,P9988,0,85C,230410,0,195.5930,3.3654,0x000b,10.0006,0x0012,5.0003,0x10,30,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0x00000002,0.8,
P9999_0y_X,P9988,0,85C,230410,1,197.6763,3.7660,0x000b,10.0006,0x0012,5.0003,0x10,30,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0x00000000,0.8,
