VWL,IWL,vdd,vdd18,vwl_trim_level,loaded,Instance,Lot Bin Wafer,Part Number,Temp,Date
2.3140,1.0995,0.9,1.8,17,0,0,P9KT98_0a_01,P0109,025C,231004
2.3160,1.0977,0.9,1.8,17,1,0,P9KT98_0a_01,P0109,025C,231004
2.3645,1.0746,0.9,1.8,18,0,0,P9KT98_0a_01,P0109,025C,231004
2.3677,1.0732,0.9,1.8,18,1,0,P9KT98_0a_01,P0109,025C,231004
2.4135,1.0504,0.9,1.8,19,0,0,P9KT98_0a_01,P0109,025C,231004
2.4164,1.0482,0.9,1.8,19,1,0,P9KT98_0a_01,P0109,025C,231004
2.4622,1.0267,0.9,1.8,20,0,0,P9KT98_0a_01,P0109,025C,231004
2.4660,1.0246,0.9,1.8,20,1,0,P9KT98_0a_01,P0109,025C,231004
2.5097,1.0026,0.9,1.8,21,0,0,P9KT98_0a_01,P0109,025C,231004
2.5139,1.0004,0.9,1.8,21,1,0,P9KT98_0a_01,P0109,025C,231004
2.5586,0.9786,0.9,1.8,22,0,0,P9KT98_0a_01,P0109,025C,231004
2.5573,0.9787,0.9,1.8,22,1,0,P9KT98_0a_01,P0109,025C,231004
2.6075,0.9553,0.9,1.8,23,0,0,P9KT98_0a_01,P0109,025C,231004
2.5667,0.972,0.9,1.8,23,1,0,P9KT98_0a_01,P0109,025C,231004
2.6557,0.9324,0.9,1.8,24,0,0,P9KT98_0a_01,P0109,025C,231004
2.5666,0.9725,0.9,1.8,24,1,0,P9KT98_0a_01,P0109,025C,231004
2.7048,0.9094,0.9,1.8,25,0,0,P9KT98_0a_01,P0109,025C,231004
2.5666,0.9702,0.9,1.8,25,1,0,P9KT98_0a_01,P0109,025C,231004
2.7537,0.8858,0.9,1.8,26,0,0,P9KT98_0a_01,P0109,025C,231004
2.5676,0.9688,0.9,1.8,26,1,0,P9KT98_0a_01,P0109,025C,231004
2.8022,0.8636,0.9,1.8,27,0,0,P9KT98_0a_01,P0109,025C,231004
2.5670,0.97,0.9,1.8,27,1,0,P9KT98_0a_01,P0109,025C,231004
2.8487,0.842,0.9,1.8,28,0,0,P9KT98_0a_01,P0109,025C,231004
2.5676,0.9686,0.9,1.8,28,1,0,P9KT98_0a_01,P0109,025C,231004
2.8951,0.822,0.9,1.8,29,0,0,P9KT98_0a_01,P0109,025C,231004
2.5686,0.9671,0.9,1.8,29,1,0,P9KT98_0a_01,P0109,025C,231004
2.9423,0.8036,0.9,1.8,30,0,0,P9KT98_0a_01,P0109,025C,231004
2.5681,0.9685,0.9,1.8,30,1,0,P9KT98_0a_01,P0109,025C,231004
2.9885,0.7857,0.9,1.8,31,0,0,P9KT98_0a_01,P0109,025C,231004
2.5686,0.9675,0.9,1.8,31,1,0,P9KT98_0a_01,P0109,025C,231004
1.4134,1.6954,0.9,1.62,0,0,0,P9KT98_0a_01,P0109,025C,231004
1.4598,1.5259,0.9,1.62,0,1,0,P9KT98_0a_01,P0109,025C,231004
1.5236,1.4938,0.9,1.62,1,0,0,P9KT98_0a_01,P0109,025C,231004
1.5234,1.4926,0.9,1.62,1,1,0,P9KT98_0a_01,P0109,025C,231004
1.5733,1.4685,0.9,1.62,2,0,0,P9KT98_0a_01,P0109,025C,231004
1.5748,1.4677,0.9,1.62,2,1,0,P9KT98_0a_01,P0109,025C,231004
1.6226,1.444,0.9,1.62,3,0,0,P9KT98_0a_01,P0109,025C,231004
1.6235,1.4433,0.9,1.62,3,1,0,P9KT98_0a_01,P0109,025C,231004
1.6734,1.4187,0.9,1.62,4,0,0,P9KT98_0a_01,P0109,025C,231004
1.6725,1.4186,0.9,1.62,4,1,0,P9KT98_0a_01,P0109,025C,231004
1.7207,1.3938,0.9,1.62,5,0,0,P9KT98_0a_01,P0109,025C,231004
1.7224,1.3941,0.9,1.62,5,1,0,P9KT98_0a_01,P0109,025C,231004
1.7706,1.3702,0.9,1.62,6,0,0,P9KT98_0a_01,P0109,025C,231004
1.7711,1.3699,0.9,1.62,6,1,0,P9KT98_0a_01,P0109,025C,231004
1.8182,1.3457,0.9,1.62,7,0,0,P9KT98_0a_01,P0109,025C,231004
1.8198,1.3455,0.9,1.62,7,1,0,P9KT98_0a_01,P0109,025C,231004
1.8674,1.3215,0.9,1.62,8,0,0,P9KT98_0a_01,P0109,025C,231004
1.8687,1.3206,0.9,1.62,8,1,0,P9KT98_0a_01,P0109,025C,231004
1.9171,1.297,0.9,1.62,9,0,0,P9KT98_0a_01,P0109,025C,231004
1.9174,1.2963,0.9,1.62,9,1,0,P9KT98_0a_01,P0109,025C,231004
1.9675,1.2717,0.9,1.62,10,0,0,P9KT98_0a_01,P0109,025C,231004
1.9682,1.2703,0.9,1.62,10,1,0,P9KT98_0a_01,P0109,025C,231004
2.0183,1.2472,0.9,1.62,11,0,0,P9KT98_0a_01,P0109,025C,231004
2.0175,1.2462,0.9,1.62,11,1,0,P9KT98_0a_01,P0109,025C,231004
2.0657,1.2222,0.9,1.62,12,0,0,P9KT98_0a_01,P0109,025C,231004
2.0670,1.2215,0.9,1.62,12,1,0,P9KT98_0a_01,P0109,025C,231004
2.1146,1.1982,0.9,1.62,13,0,0,P9KT98_0a_01,P0109,025C,231004
2.1163,1.1971,0.9,1.62,13,1,0,P9KT98_0a_01,P0109,025C,231004
2.1631,1.1743,0.9,1.62,14,0,0,P9KT98_0a_01,P0109,025C,231004
2.1655,1.1731,0.9,1.62,14,1,0,P9KT98_0a_01,P0109,025C,231004
2.2133,1.1498,0.9,1.62,15,0,0,P9KT98_0a_01,P0109,025C,231004
2.2144,1.1488,0.9,1.62,15,1,0,P9KT98_0a_01,P0109,025C,231004
2.2611,1.1266,0.9,1.62,16,0,0,P9KT98_0a_01,P0109,025C,231004
2.2634,1.124,0.9,1.62,16,1,0,P9KT98_0a_01,P0109,025C,231004
2.3102,1.1015,0.9,1.62,17,0,0,P9KT98_0a_01,P0109,025C,231004
2.3120,1.1002,0.9,1.62,17,1,0,P9KT98_0a_01,P0109,025C,231004
2.3609,1.0764,0.9,1.62,18,0,0,P9KT98_0a_01,P0109,025C,231004
2.3619,1.0754,0.9,1.62,18,1,0,P9KT98_0a_01,P0109,025C,231004
2.4091,1.0528,0.9,1.62,19,0,0,P9KT98_0a_01,P0109,025C,231004
2.3856,1.0625,0.9,1.62,19,1,0,P9KT98_0a_01,P0109,025C,231004
2.4559,1.0288,0.9,1.62,20,0,0,P9KT98_0a_01,P0109,025C,231004
2.3867,1.0603,0.9,1.62,20,1,0,P9KT98_0a_01,P0109,025C,231004
2.5060,1.0056,0.9,1.62,21,0,0,P9KT98_0a_01,P0109,025C,231004
2.3865,1.0597,0.9,1.62,21,1,0,P9KT98_0a_01,P0109,025C,231004
2.5528,0.9818,0.9,1.62,22,0,0,P9KT98_0a_01,P0109,025C,231004
2.3867,1.0587,0.9,1.62,22,1,0,P9KT98_0a_01,P0109,025C,231004
2.6014,0.959,0.9,1.62,23,0,0,P9KT98_0a_01,P0109,025C,231004
2.3874,1.0556,0.9,1.62,23,1,0,P9KT98_0a_01,P0109,025C,231004
2.6475,0.9374,0.9,1.62,24,0,0,P9KT98_0a_01,P0109,025C,231004
2.3880,1.0569,0.9,1.62,24,1,0,P9KT98_0a_01,P0109,025C,231004
2.6971,0.915,0.9,1.62,25,0,0,P9KT98_0a_01,P0109,025C,231004
2.3876,1.0562,0.9,1.62,25,1,0,P9KT98_0a_01,P0109,025C,231004
2.7415,0.8941,0.9,1.62,26,0,0,P9KT98_0a_01,P0109,025C,231004
2.3885,1.0538,0.9,1.62,26,1,0,P9KT98_0a_01,P0109,025C,231004
2.7613,0.8846,0.9,1.62,27,0,0,P9KT98_0a_01,P0109,025C,231004
2.3879,1.0548,0.9,1.62,27,1,0,P9KT98_0a_01,P0109,025C,231004
2.7605,0.8873,0.9,1.62,28,0,0,P9KT98_0a_01,P0109,025C,231004
2.3879,1.0561,0.9,1.62,28,1,0,P9KT98_0a_01,P0109,025C,231004
2.7605,0.8851,0.9,1.62,29,0,0,P9KT98_0a_01,P0109,025C,231004
2.3882,1.0543,0.9,1.62,29,1,0,P9KT98_0a_01,P0109,025C,231004
2.7607,0.8844,0.9,1.62,30,0,0,P9KT98_0a_01,P0109,025C,231004
2.3874,1.0559,0.9,1.62,30,1,0,P9KT98_0a_01,P0109,025C,231004
2.7607,0.8875,0.9,1.62,31,0,0,P9KT98_0a_01,P0109,025C,231004
2.3877,1.0562,0.9,1.62,31,1,0,P9KT98_0a_01,P0109,025C,231004
1.4657,1.5204,0.8,1.98,0,0,0,P9KT98_0a_01,P0109,025C,231004
1.4747,1.5168,0.8,1.98,0,1,0,P9KT98_0a_01,P0109,025C,231004
1.5233,1.4922,0.8,1.98,1,0,0,P9KT98_0a_01,P0109,025C,231004
1.5248,1.4915,0.8,1.98,1,1,0,P9KT98_0a_01,P0109,025C,231004
1.5747,1.4671,0.8,1.98,2,0,0,P9KT98_0a_01,P0109,025C,231004
1.5753,1.4665,0.8,1.98,2,1,0,P9KT98_0a_01,P0109,025C,231004
1.6247,1.4424,0.8,1.98,3,0,0,P9KT98_0a_01,P0109,025C,231004
1.6246,1.4426,0.8,1.98,3,1,0,P9KT98_0a_01,P0109,025C,231004
1.6734,1.4185,0.8,1.98,4,0,0,P9KT98_0a_01,P0109,025C,231004
1.6739,1.4175,0.8,1.98,4,1,0,P9KT98_0a_01,P0109,025C,231004
1.7219,1.3934,0.8,1.98,5,0,0,P9KT98_0a_01,P0109,025C,231004
1.7232,1.393,0.8,1.98,5,1,0,P9KT98_0a_01,P0109,025C,231004
1.7712,1.3694,0.8,1.98,6,0,0,P9KT98_0a_01,P0109,025C,231004
1.7726,1.3686,0.8,1.98,6,1,0,P9KT98_0a_01,P0109,025C,231004
1.8207,1.3448,0.8,1.98,7,0,0,P9KT98_0a_01,P0109,025C,231004
1.8214,1.344,0.8,1.98,7,1,0,P9KT98_0a_01,P0109,025C,231004
1.8707,1.3201,0.8,1.98,8,0,0,P9KT98_0a_01,P0109,025C,231004
1.8704,1.3196,0.8,1.98,8,1,0,P9KT98_0a_01,P0109,025C,231004
1.9188,1.2959,0.8,1.98,9,0,0,P9KT98_0a_01,P0109,025C,231004
1.9193,1.2952,0.8,1.98,9,1,0,P9KT98_0a_01,P0109,025C,231004
1.9690,1.271,0.8,1.98,10,0,0,P9KT98_0a_01,P0109,025C,231004
1.9710,1.2697,0.8,1.98,10,1,0,P9KT98_0a_01,P0109,025C,231004
2.0184,1.2458,0.8,1.98,11,0,0,P9KT98_0a_01,P0109,025C,231004
2.0212,1.2446,0.8,1.98,11,1,0,P9KT98_0a_01,P0109,025C,231004
2.0686,1.2213,0.8,1.98,12,0,0,P9KT98_0a_01,P0109,025C,231004
2.0714,1.2203,0.8,1.98,12,1,0,P9KT98_0a_01,P0109,025C,231004
2.1163,1.1973,0.8,1.98,13,0,0,P9KT98_0a_01,P0109,025C,231004
2.1193,1.196,0.8,1.98,13,1,0,P9KT98_0a_01,P0109,025C,231004
2.1665,1.1726,0.8,1.98,14,0,0,P9KT98_0a_01,P0109,025C,231004
2.1689,1.1712,0.8,1.98,14,1,0,P9KT98_0a_01,P0109,025C,231004
2.2154,1.1483,0.8,1.98,15,0,0,P9KT98_0a_01,P0109,025C,231004
2.2174,1.1464,0.8,1.98,15,1,0,P9KT98_0a_01,P0109,025C,231004
2.2634,1.1252,0.8,1.98,16,0,0,P9KT98_0a_01,P0109,025C,231004
2.2670,1.122,0.8,1.98,16,1,0,P9KT98_0a_01,P0109,025C,231004
2.3143,1.0992,0.8,1.98,17,0,0,P9KT98_0a_01,P0109,025C,231004
2.3174,1.0978,0.8,1.98,17,1,0,P9KT98_0a_01,P0109,025C,231004
2.3635,1.075,0.8,1.98,18,0,0,P9KT98_0a_01,P0109,025C,231004
2.3679,1.0721,0.8,1.98,18,1,0,P9KT98_0a_01,P0109,025C,231004
2.4129,1.0506,0.8,1.98,19,0,0,P9KT98_0a_01,P0109,025C,231004
2.4166,1.0488,0.8,1.98,19,1,0,P9KT98_0a_01,P0109,025C,231004
2.4624,1.027,0.8,1.98,20,0,0,P9KT98_0a_01,P0109,025C,231004
2.4657,1.024,0.8,1.98,20,1,0,P9KT98_0a_01,P0109,025C,231004
2.5098,1.0025,0.8,1.98,21,0,0,P9KT98_0a_01,P0109,025C,231004
2.5158,1.0,0.8,1.98,21,1,0,P9KT98_0a_01,P0109,025C,231004
2.5594,0.9784,0.8,1.98,22,0,0,P9KT98_0a_01,P0109,025C,231004
2.5631,0.9765,0.8,1.98,22,1,0,P9KT98_0a_01,P0109,025C,231004
2.6076,0.9553,0.8,1.98,23,0,0,P9KT98_0a_01,P0109,025C,231004
2.6121,0.9527,0.8,1.98,23,1,0,P9KT98_0a_01,P0109,025C,231004
2.6572,0.9315,0.8,1.98,24,0,0,P9KT98_0a_01,P0109,025C,231004
2.6635,0.9283,0.8,1.98,24,1,0,P9KT98_0a_01,P0109,025C,231004
2.7051,0.9073,0.8,1.98,25,0,0,P9KT98_0a_01,P0109,025C,231004
2.7038,0.9087,0.8,1.98,25,1,0,P9KT98_0a_01,P0109,025C,231004
2.7567,0.8838,0.8,1.98,26,0,0,P9KT98_0a_01,P0109,025C,231004
2.7094,0.9046,0.8,1.98,26,1,0,P9KT98_0a_01,P0109,025C,231004
2.8054,0.8603,0.8,1.98,27,0,0,P9KT98_0a_01,P0109,025C,231004
2.7094,0.9022,0.8,1.98,27,1,0,P9KT98_0a_01,P0109,025C,231004
2.8518,0.8389,0.8,1.98,28,0,0,P9KT98_0a_01,P0109,025C,231004
2.7097,0.9006,0.8,1.98,28,1,0,P9KT98_0a_01,P0109,025C,231004
2.8988,0.8167,0.8,1.98,29,0,0,P9KT98_0a_01,P0109,025C,231004
2.7093,0.901,0.8,1.98,29,1,0,P9KT98_0a_01,P0109,025C,231004
2.9467,0.7957,0.8,1.98,30,0,0,P9KT98_0a_01,P0109,025C,231004
2.7099,0.9014,0.8,1.98,30,1,0,P9KT98_0a_01,P0109,025C,231004
2.9934,0.777,0.8,1.98,31,0,0,P9KT98_0a_01,P0109,025C,231004
2.7100,0.9007,0.8,1.98,31,1,0,P9KT98_0a_01,P0109,025C,231004
1.4387,1.5573,0.8,1.8,0,0,0,P9KT98_0a_01,P0109,025C,231004
1.4723,1.5187,0.8,1.8,0,1,0,P9KT98_0a_01,P0109,025C,231004
1.5216,1.4941,0.8,1.8,1,0,0,P9KT98_0a_01,P0109,025C,231004
1.5219,1.4936,0.8,1.8,1,1,0,P9KT98_0a_01,P0109,025C,231004
1.5716,1.469,0.8,1.8,2,0,0,P9KT98_0a_01,P0109,025C,231004
1.5724,1.4684,0.8,1.8,2,1,0,P9KT98_0a_01,P0109,025C,231004
1.6224,1.4442,0.8,1.8,3,0,0,P9KT98_0a_01,P0109,025C,231004
1.6223,1.4434,0.8,1.8,3,1,0,P9KT98_0a_01,P0109,025C,231004
1.6702,1.4195,0.8,1.8,4,0,0,P9KT98_0a_01,P0109,025C,231004
1.6717,1.4188,0.8,1.8,4,1,0,P9KT98_0a_01,P0109,025C,231004
1.7201,1.3947,0.8,1.8,5,0,0,P9KT98_0a_01,P0109,025C,231004
1.7210,1.3945,0.8,1.8,5,1,0,P9KT98_0a_01,P0109,025C,231004
1.7689,1.3708,0.8,1.8,6,0,0,P9KT98_0a_01,P0109,025C,231004
1.7699,1.3697,0.8,1.8,6,1,0,P9KT98_0a_01,P0109,025C,231004
1.8187,1.3456,0.8,1.8,7,0,0,P9KT98_0a_01,P0109,025C,231004
1.8193,1.3452,0.8,1.8,7,1,0,P9KT98_0a_01,P0109,025C,231004
1.8678,1.3214,0.8,1.8,8,0,0,P9KT98_0a_01,P0109,025C,231004
1.8692,1.3203,0.8,1.8,8,1,0,P9KT98_0a_01,P0109,025C,231004
1.9157,1.2963,0.8,1.8,9,0,0,P9KT98_0a_01,P0109,025C,231004
1.9193,1.2957,0.8,1.8,9,1,0,P9KT98_0a_01,P0109,025C,231004
1.9682,1.2715,0.8,1.8,10,0,0,P9KT98_0a_01,P0109,025C,231004
1.9695,1.2703,0.8,1.8,10,1,0,P9KT98_0a_01,P0109,025C,231004
2.0175,1.2468,0.8,1.8,11,0,0,P9KT98_0a_01,P0109,025C,231004
2.0186,1.2458,0.8,1.8,11,1,0,P9KT98_0a_01,P0109,025C,231004
2.0657,1.223,0.8,1.8,12,0,0,P9KT98_0a_01,P0109,025C,231004
2.0676,1.2215,0.8,1.8,12,1,0,P9KT98_0a_01,P0109,025C,231004
2.1144,1.1985,0.8,1.8,13,0,0,P9KT98_0a_01,P0109,025C,231004
2.1173,1.197,0.8,1.8,13,1,0,P9KT98_0a_01,P0109,025C,231004
2.1640,1.1744,0.8,1.8,14,0,0,P9KT98_0a_01,P0109,025C,231004
2.1657,1.1727,0.8,1.8,14,1,0,P9KT98_0a_01,P0109,025C,231004
2.2119,1.1496,0.8,1.8,15,0,0,P9KT98_0a_01,P0109,025C,231004
2.2147,1.1478,0.8,1.8,15,1,0,P9KT98_0a_01,P0109,025C,231004
2.2612,1.1259,0.8,1.8,16,0,0,P9KT98_0a_01,P0109,025C,231004
2.2641,1.1236,0.8,1.8,16,1,0,P9KT98_0a_01,P0109,025C,231004
2.3105,1.1011,0.8,1.8,17,0,0,P9KT98_0a_01,P0109,025C,231004
2.3131,1.0989,0.8,1.8,17,1,0,P9KT98_0a_01,P0109,025C,231004
2.3607,1.0763,0.8,1.8,18,0,0,P9KT98_0a_01,P0109,025C,231004
2.3644,1.075,0.8,1.8,18,1,0,P9KT98_0a_01,P0109,025C,231004
2.4097,1.052,0.8,1.8,19,0,0,P9KT98_0a_01,P0109,025C,231004
2.4141,1.0496,0.8,1.8,19,1,0,P9KT98_0a_01,P0109,025C,231004
2.4576,1.0283,0.8,1.8,20,0,0,P9KT98_0a_01,P0109,025C,231004
2.4614,1.0257,0.8,1.8,20,1,0,P9KT98_0a_01,P0109,025C,231004
2.5061,1.0037,0.8,1.8,21,0,0,P9KT98_0a_01,P0109,025C,231004
2.5112,1.0017,0.8,1.8,21,1,0,P9KT98_0a_01,P0109,025C,231004
2.5567,0.9798,0.8,1.8,22,0,0,P9KT98_0a_01,P0109,025C,231004
2.5319,0.9911,0.8,1.8,22,1,0,P9KT98_0a_01,P0109,025C,231004
2.6046,0.9569,0.8,1.8,23,0,0,P9KT98_0a_01,P0109,025C,231004
2.5319,0.9882,0.8,1.8,23,1,0,P9KT98_0a_01,P0109,025C,231004
2.6542,0.9334,0.8,1.8,24,0,0,P9KT98_0a_01,P0109,025C,231004
2.5327,0.9867,0.8,1.8,24,1,0,P9KT98_0a_01,P0109,025C,231004
2.7021,0.9105,0.8,1.8,25,0,0,P9KT98_0a_01,P0109,025C,231004
2.5327,0.987,0.8,1.8,25,1,0,P9KT98_0a_01,P0109,025C,231004
2.7502,0.8868,0.8,1.8,26,0,0,P9KT98_0a_01,P0109,025C,231004
