Lot_Bin_Wafer,part,instance,temp,date,block,lfo_ovr,Vdd,rd_vbl,pattern,idd/bit,idd18/bit,safv,rd_count,osc_setting,osc_delta,rd_delay,err_cnt,ppm
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,zeros,738.14,-439.10,0x09,0x03,0x0e,0.0072,6.00,3.00,1.1737530048076923
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,zeros,738.14,-439.10,0x09,0x06,0x09,0.0188,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,zeros,738.14,-439.10,0x09,0x07,0x02,0.0100,8.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,zeros,738.14,-439.10,0x09,0x05,0x0f,0.0374,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x02,0x04,0.0157,3.50,132.00,51.64513221153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x02,0x05,0.0000,3.75,52.00,20.345052083333332
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x02,0x0c,0.0103,4.00,37.00,14.476287059294872
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x02,0x18,0.0188,4.50,13.00,5.086263020833333
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x03,0x10,0.0239,5.00,7.00,2.738757011217949
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x06,0x00,0.0009,6.00,5.00,1.9562550080128205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x06,0x02,0.0590,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x06,0x0a,0.0161,8.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,45.67,2.48,0x01,0x07,0x10,0.0013,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x02,0x04,0.0157,3.50,74.00,28.952574118589745
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x02,0x05,0.0000,3.75,36.00,14.085036057692307
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x02,0x0c,0.0103,4.00,14.00,5.477514022435898
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x02,0x18,0.0188,4.50,10.00,3.912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x03,0x10,0.0239,5.00,5.00,1.9562550080128205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x06,0x00,0.0009,6.00,4.00,1.5650040064102564
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x06,0x02,0.0590,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x06,0x0a,0.0161,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,40.87,-4.97,0x03,0x07,0x10,0.0013,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x02,0x04,0.0157,3.50,49.00,19.171299078525642
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x02,0x05,0.0000,3.75,20.00,7.825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x02,0x0c,0.0103,4.00,17.00,6.651267027243589
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x02,0x18,0.0188,4.50,8.00,3.1300080128205128
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x03,0x10,0.0239,5.00,7.00,2.738757011217949
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x06,0x00,0.0009,6.00,4.00,1.5650040064102564
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x06,0x02,0.0590,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x06,0x0a,0.0161,8.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,44.87,-8.01,0x05,0x07,0x10,0.0013,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x02,0x04,0.0157,3.50,44.00,17.21504407051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x02,0x05,0.0000,3.75,23.00,8.998773036858974
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x02,0x0c,0.0103,4.00,18.00,7.042518028846153
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x02,0x18,0.0188,4.50,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x03,0x10,0.0239,5.00,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x06,0x00,0.0009,6.00,3.00,1.1737530048076923
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x06,0x02,0.0590,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x06,0x0a,0.0161,8.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,48.00,-4.73,0x07,0x07,0x10,0.0013,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x02,0x04,0.0157,3.50,47.00,18.38879707532051
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x02,0x05,0.0000,3.75,36.00,14.085036057692307
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x02,0x0c,0.0103,4.00,28.00,10.955028044871796
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x02,0x18,0.0188,4.50,10.00,3.912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x03,0x10,0.0239,5.00,7.00,2.738757011217949
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x06,0x00,0.0009,6.00,4.00,1.5650040064102564
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x06,0x02,0.0590,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x06,0x0a,0.0161,8.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.800,0x0f,zeros,55.61,-20.59,0x09,0x07,0x10,0.0013,10.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x01,0x1a,0.0004,3.50,62.00,24.257562099358974
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x03,0x08,0.0500,3.75,75.00,29.343825120192307
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x03,0x03,0.0311,4.00,27.00,10.56377704326923
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x02,0x18,0.0084,4.50,15.00,5.868765024038462
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x05,0x00,0.0844,5.00,9.00,3.5212590144230766
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x03,0x18,0.0066,6.00,5.00,1.9562550080128205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x05,0x05,0.0242,7.00,4.00,1.5650040064102564
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x07,0x03,0.0426,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-551.28,314.02,0x01,0x06,0x07,0.1439,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x01,0x1a,0.0004,3.50,36.00,14.085036057692307
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x03,0x08,0.0500,3.75,49.00,19.171299078525642
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x03,0x03,0.0311,4.00,12.00,4.695012019230769
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x02,0x18,0.0084,4.50,8.00,3.1300080128205128
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x05,0x00,0.0844,5.00,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x03,0x18,0.0066,6.00,4.00,1.5650040064102564
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x05,0x05,0.0242,7.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x07,0x03,0.0426,8.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-547.28,319.63,0x03,0x06,0x07,0.1439,10.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x01,0x1a,0.0004,3.50,21.00,8.216271033653847
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x03,0x08,0.0500,3.75,25.00,9.781275040064102
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x03,0x03,0.0311,4.00,11.00,4.303761017628205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x02,0x18,0.0084,4.50,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x05,0x00,0.0844,5.00,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x03,0x18,0.0066,6.00,3.00,1.1737530048076923
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x05,0x05,0.0242,7.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x07,0x03,0.0426,8.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-545.51,318.75,0x05,0x06,0x07,0.1439,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x01,0x1a,0.0004,3.50,19.00,7.433769030448718
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x03,0x08,0.0500,3.75,27.00,10.56377704326923
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x03,0x03,0.0311,4.00,13.00,5.086263020833333
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x02,0x18,0.0084,4.50,6.00,2.3475060096153846
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x05,0x00,0.0844,5.00,5.00,1.9562550080128205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x03,0x18,0.0066,6.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x05,0x05,0.0242,7.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x07,0x03,0.0426,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-536.46,319.55,0x07,0x06,0x07,0.1439,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x01,0x1a,0.0004,3.50,23.00,8.998773036858974
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x03,0x08,0.0500,3.75,23.00,8.998773036858974
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x03,0x03,0.0311,4.00,14.00,5.477514022435898
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x02,0x18,0.0084,4.50,7.00,2.738757011217949
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x05,0x00,0.0844,5.00,5.00,1.9562550080128205
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x03,0x18,0.0066,6.00,2.00,0.7825020032051282
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x05,0x05,0.0242,7.00,1.00,0.3912510016025641
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x07,0x03,0.0426,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.720,0x0f,zeros,-530.45,330.13,0x09,0x06,0x07,0.1439,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x01,0x19,0.0044,3.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x02,0x0b,0.0222,3.75,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x01,0x17,0.0275,4.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x03,0x0a,0.0021,4.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x03,0x0b,0.0164,5.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x02,0x17,0.0337,6.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x06,0x09,0.0203,7.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x07,0x09,0.0303,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.38,-438.30,0x01,0x07,0x05,0.0097,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x01,0x19,0.0044,3.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x02,0x0b,0.0222,3.75,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x01,0x17,0.0275,4.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x03,0x0a,0.0021,4.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x03,0x0b,0.0164,5.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x02,0x17,0.0337,6.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x06,0x09,0.0203,7.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x07,0x09,0.0303,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,713.78,-440.06,0x03,0x07,0x05,0.0097,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x01,0x19,0.0044,3.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x02,0x0b,0.0222,3.75,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x01,0x17,0.0275,4.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x03,0x0a,0.0021,4.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x03,0x0b,0.0164,5.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x02,0x17,0.0337,6.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x06,0x09,0.0203,7.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x07,0x09,0.0303,8.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,716.43,-432.45,0x05,0x07,0x05,0.0097,10.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x01,0x19,0.0044,3.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x02,0x0b,0.0222,3.75,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x01,0x17,0.0275,4.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x03,0x0a,0.0021,4.50,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x03,0x0b,0.0164,5.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x02,0x17,0.0337,6.00,0.00,0.0
P9KT88_0a_X,P0012,0,85C,221013,2,0,0.880,0x0f,ones,722.44,-435.66,0x07,0x06,0x09,0.0203,7.00,0.00,0.0
